dealership_id,dealership_name,dealership_type,dealership_state,doc_fee,destination_fee,sales_tax_rate,registration_fee,regional_adjustment
10185,Owens Inc Motors,Franchised,TN,149.4,1146.65,0.0955,40.65,0.94
10186,Anderson Ltd Motors,Independent,GA,128.55,1617.13,0.0737,51.2,0.98
10187,Johnson and Sons Motors,Franchised,KY,488.85,1638.67,0.06,73.83,0.92
10188,"Cole, Olson and Campbell Motors",Franchised,CT,298.31,2534.43,0.0635,150.31,1.01
10189,Taylor PLC Motors,Independent,TX,282.29,1116.48,0.082,195.43,0.98
10190,Weaver-Hudson Motors,Independent,TX,277.58,2894.0,0.082,167.91,0.98
10191,Jenkins-Carey Motors,Franchised,MA,355.38,1769.66,0.0625,64.55,1.01
10192,Odonnell-Knapp Motors,Franchised,NY,277.51,2863.35,0.0852,166.33,1.05
10193,Rice Group Motors,Franchised,CA,85.0,1260.0,0.0882,88.62,1.08
10194,"Graham, Jackson and Fischer Motors",Independent,OR,161.17,2212.74,0.0,30.78,0.97
10195,Palmer PLC Motors,Franchised,FL,869.36,1962.53,0.0701,147.41,1.02
10196,Stevens-Wilkerson Motors,Franchised,MS,416.46,1881.86,0.0707,209.55,0.9
10197,Fuller-Brown Motors,Independent,MD,299.5,1326.16,0.06,218.96,1.02
10198,Blackburn-Smith Motors,Independent,AL,176.32,2671.61,0.0924,60.01,0.93
10199,"Simon, Larson and Gilbert Motors",Franchised,FL,782.86,2621.52,0.0701,81.61,1.02
10200,Pham PLC Motors,Franchised,FL,638.56,2732.73,0.0701,185.33,1.02
10201,Pace Group Motors,Franchised,NC,318.14,2963.6,0.0698,207.47,0.97
10202,Wilkinson-Davis Motors,Franchised,TX,280.95,2054.62,0.082,101.95,0.98
10203,Porter-Perry Motors,Franchised,NY,158.72,1201.22,0.0852,184.67,1.05
10204,"Reid, Harvey and Mendoza Motors",Independent,NY,240.76,2206.55,0.0852,138.34,1.05
10205,Moore and Sons Motors,Independent,TX,166.38,1892.67,0.082,184.2,0.98
10206,"Roberts, Rosales and Cantu Motors",Independent,FL,915.59,2915.48,0.0701,94.03,1.02
10207,Collins PLC Motors,Franchised,MN,232.6,1386.13,0.0749,61.98,0.95
10208,Orozco-Barnes Motors,Independent,TX,490.41,2148.26,0.082,178.68,0.98
10209,Washington-Mayo Motors,Franchised,CA,85.0,2585.96,0.0882,63.7,1.08
10210,Berry and Sons Motors,Independent,MA,219.5,1658.94,0.0625,98.5,1.01
10211,Gregory-Baker Motors,Independent,HI,125.43,2498.88,0.0444,196.17,1.1
10212,Lawson LLC Motors,Franchised,PA,251.78,1285.0,0.0634,184.54,0.97
10213,Williams PLC Motors,Franchised,TX,420.71,1343.06,0.082,128.31,0.98
10214,King-Adams Motors,Independent,MI,223.08,2775.61,0.06,188.45,0.95
10215,Reyes Ltd Motors,Independent,KS,368.13,1112.8,0.087,21.02,0.92
10216,Davenport-Sullivan Motors,Franchised,MN,148.25,2884.6,0.0749,66.6,0.95
10217,"Casey, Nichols and Lopez Motors",Franchised,MA,458.99,2749.17,0.0625,181.04,1.01
10218,"Hurst, Foster and Roy Motors",Franchised,NY,177.31,1661.81,0.0852,64.23,1.05
10219,"Jimenez, Torres and Brown Motors",Independent,MI,298.38,2972.55,0.06,62.68,0.95
10220,"Downs, Torres and Fox Motors",Independent,CA,85.0,2267.39,0.0882,205.91,1.08
10221,Stevens-Andrews Motors,Independent,WI,373.47,1573.97,0.0543,192.72,0.94
10222,Warner Group Motors,Franchised,WA,253.92,1357.97,0.0929,206.72,1.04
10223,Walker-Soto Motors,Independent,ME,370.53,1634.52,0.055,38.21,0.95
10224,Reeves-Davies Motors,Independent,FL,873.43,1327.04,0.0701,73.33,1.02
10225,Brown-Sherman Motors,Franchised,CA,85.0,2078.12,0.0882,47.47,1.08
10226,"Garcia, Dougherty and French Motors",Independent,MI,362.53,1650.34,0.06,143.53,0.95
10227,Johnson-Kirby Motors,Independent,MD,393.16,2722.23,0.06,81.46,1.02
10228,"Gordon, Montgomery and Patterson Motors",Independent,MN,361.66,2618.42,0.0749,183.85,0.95
10229,Vega-Wyatt Motors,Independent,FL,796.86,2319.52,0.0701,84.69,1.02
10230,"Osborn, Lee and Hansen Motors",Independent,FL,839.27,1351.62,0.0701,73.85,1.02
10231,Bird-Weber Motors,Independent,NC,181.0,1012.68,0.0698,137.81,0.97
10232,Moreno Group Motors,Franchised,PA,472.88,2533.83,0.0634,111.58,0.97
10233,Diaz-Salazar Motors,Independent,KY,365.93,1900.93,0.06,209.31,0.92
10234,Baldwin and Sons Motors,Independent,GA,366.31,2055.88,0.0737,21.14,0.98
10235,"Mathews, Villegas and Jackson Motors",Independent,LA,277.88,2347.81,0.0955,203.62,0.94
10236,"Baker, Perez and Ibarra Motors",Franchised,VA,162.42,2292.63,0.0577,44.31,0.99
10237,Rowe and Sons Motors,Franchised,AZ,112.21,1179.29,0.084,128.91,0.96
10238,Gardner Group Motors,Franchised,PA,281.17,1953.72,0.0634,138.71,0.97
10239,Fernandez-Smith Motors,Independent,OK,209.56,1828.5,0.0897,215.01,0.91
10240,"Ward, Valentine and Harding Motors",Independent,NY,130.87,2612.04,0.0852,169.28,1.05
10241,"Stewart, Navarro and Spencer Motors",Franchised,MI,374.52,2937.26,0.06,167.58,0.95
10242,Vargas Group Motors,Independent,FL,527.3,1469.18,0.0701,223.94,1.02
10243,Williams-Smith Motors,Franchised,GA,407.48,2974.48,0.0737,100.4,0.98
10244,"Miller, Mccann and Juarez Motors",Independent,NY,248.82,1756.98,0.0852,82.34,1.05
10245,Burns-Washington Motors,Independent,NY,248.06,1725.51,0.0852,113.89,1.05
10246,"Roach, Hodges and Miles Motors",Franchised,ME,177.03,2175.9,0.055,117.7,0.95
10247,"Phillips, Jones and Tapia Motors",Franchised,TX,489.66,2529.03,0.082,89.2,0.98
10248,"Pham, Stone and Alvarado Motors",Independent,MN,273.29,2228.62,0.0749,182.42,0.95
10249,Marshall Ltd Motors,Franchised,RI,420.7,1482.61,0.07,31.18,0.98
10250,Roberts LLC Motors,Independent,CA,85.0,2782.4,0.0882,107.38,1.08
10251,Shaffer Group Motors,Franchised,MO,381.06,1621.24,0.083,119.47,0.95
10252,Jefferson Group Motors,Independent,FL,511.71,2675.71,0.0701,191.73,1.02
10253,Schwartz LLC Motors,Independent,CA,85.0,1440.6,0.0882,191.68,1.08
10254,Fisher and Sons Motors,Franchised,IL,285.14,1643.96,0.0881,179.09,0.99
10255,"Hebert, Griffin and Hughes Motors",Franchised,MS,449.5,2086.34,0.0707,20.01,0.9
10256,"Ingram, Rogers and Kline Motors",Independent,CA,85.0,2418.68,0.0882,34.41,1.08
10257,Bennett and Sons Motors,Independent,VA,456.39,1297.87,0.0577,61.49,0.99
10258,Dennis Group Motors,Independent,GA,473.82,1222.86,0.0737,197.87,0.98
10259,Burgess-Cohen Motors,Franchised,CT,291.6,1863.66,0.0635,44.96,1.01
10260,Padilla-Taylor Motors,Franchised,CA,85.0,1440.51,0.0882,193.71,1.08
10261,Singleton and Sons Motors,Independent,MO,283.86,2152.36,0.083,75.18,0.95
10262,Bennett-Marshall Motors,Independent,MO,147.85,1886.13,0.083,108.3,0.95
10263,"Sandoval, Cox and Duncan Motors",Independent,WI,181.09,1824.82,0.0543,26.62,0.94
10264,"Hall, Mills and Hart Motors",Independent,NE,472.03,2346.2,0.0697,132.65,0.92
10265,"Anderson, Harrington and Walton Motors",Independent,CO,208.46,2654.79,0.0777,196.91,0.98
10266,Foley PLC Motors,Franchised,CA,85.0,2210.17,0.0882,210.68,1.08
10267,Mason Group Motors,Independent,GA,187.6,2082.11,0.0737,83.75,0.98
10268,Harvey and Sons Motors,Franchised,IL,287.64,1511.93,0.0881,64.44,0.99
10269,Thompson and Sons Motors,Independent,NY,239.29,2972.42,0.0852,171.87,1.05
10270,Flynn-Hickman Motors,Independent,OH,315.16,2992.47,0.0724,111.63,0.96
10271,Benson and Sons Motors,Franchised,IL,201.45,2877.63,0.0881,68.04,0.99
10272,Gray-Ramirez Motors,Franchised,OH,449.08,2139.76,0.0724,110.26,0.96
10273,Fisher-Benson Motors,Independent,HI,459.75,1976.25,0.0444,88.25,1.1
10274,"Ryan, Avila and Lopez Motors",Independent,CA,85.0,1031.91,0.0882,186.54,1.08
10275,Martinez-Day Motors,Franchised,UT,177.76,1769.29,0.0725,195.87,0.95
10276,Moran-Harris Motors,Franchised,GA,390.73,1131.27,0.0737,87.14,0.98
10277,"Brown, Mack and Olsen Motors",Franchised,MA,278.43,1554.05,0.0625,129.82,1.01
10278,"Wilson, Silva and Mahoney Motors",Franchised,CO,462.52,2894.9,0.0777,174.23,0.98
10279,Nunez PLC Motors,Franchised,PA,262.29,2281.43,0.0634,112.12,0.97
10280,Crawford LLC Motors,Independent,OH,268.06,1111.87,0.0724,77.1,0.96
10281,Lopez-Garcia Motors,Franchised,IL,355.95,2321.33,0.0881,96.61,0.99
10282,Davis Group Motors,Franchised,PA,328.02,1938.37,0.0634,130.43,0.97
10283,"Robinson, Hooper and Mckay Motors",Franchised,UT,418.52,2763.97,0.0725,190.08,0.95
10284,"Boyd, Thompson and Brown Motors",Franchised,CO,125.09,2025.31,0.0777,35.28,0.98
10285,"Hawkins, Johnson and Green Motors",Franchised,TX,196.52,1052.67,0.082,205.05,0.98
10286,"Nguyen, Singh and Baker Motors",Independent,TX,337.66,1864.42,0.082,82.58,0.98
10287,Hicks Inc Motors,Franchised,OH,339.37,2539.97,0.0724,159.88,0.96
10288,Humphrey-Harris Motors,Independent,TX,318.53,1196.48,0.082,175.92,0.98
10289,"Smith, Murphy and Smith Motors",Franchised,MA,346.49,1989.03,0.0625,135.75,1.01
10290,"Woodward, Kennedy and Fox Motors",Franchised,TX,137.25,2244.5,0.082,160.57,0.98
10291,Obrien-Madden Motors,Franchised,NC,273.61,1042.22,0.0698,122.61,0.97
10292,"Wallace, Mason and Cooper Motors",Independent,CA,85.0,2914.43,0.0882,30.25,1.08
10293,Lawson-Gonzalez Motors,Franchised,NY,269.1,2785.08,0.0852,190.68,1.05
10294,"Watson, Austin and Liu Motors",Franchised,WI,223.32,1857.8,0.0543,150.93,0.94
10295,Aguilar PLC Motors,Independent,GA,448.43,1192.03,0.0737,117.77,0.98
10296,Smith Ltd Motors,Franchised,HI,286.64,2670.52,0.0444,77.05,1.1
10297,Horne Inc Motors,Independent,CT,488.14,2777.15,0.0635,116.1,1.01
10298,"Mullins, Wallace and Jones Motors",Franchised,PA,322.85,1684.57,0.0634,126.37,0.97
10299,"Mcdaniel, Mcdonald and Kirk Motors",Independent,CA,85.0,2108.74,0.0882,77.43,1.08
10300,"Hess, Fletcher and Hester Motors",Independent,OK,371.34,2246.15,0.0897,118.32,0.91
10301,Johnston-Harris Motors,Independent,KS,384.68,2403.33,0.087,56.21,0.92
10302,Oneill Group Motors,Franchised,CO,499.39,1460.95,0.0777,60.45,0.98
10303,"Franklin, Brewer and Brandt Motors",Independent,TX,246.2,1184.73,0.082,91.25,0.98
10304,Sutton LLC Motors,Independent,AK,323.35,1356.15,0.0176,51.23,1.05
10305,Anderson Ltd Motors,Independent,FL,655.06,2267.34,0.0701,115.99,1.02
10306,"Robertson, Potts and Le Motors",Franchised,MD,205.59,2220.04,0.06,140.91,1.02
10307,Perry Ltd Motors,Franchised,KS,437.12,1362.3,0.087,94.39,0.92
10308,"Mills, Williams and Smith Motors",Franchised,FL,799.54,1165.5,0.0701,47.94,1.02
10309,Anderson PLC Motors,Independent,KS,444.48,1464.81,0.087,73.78,0.92
10310,Carter-Phillips Motors,Franchised,NY,349.11,2966.62,0.0852,110.83,1.05
10311,Morris Ltd Motors,Independent,HI,400.77,1109.73,0.0444,87.11,1.1
10312,Sosa-Madden Motors,Franchised,NY,222.38,1845.29,0.0852,55.32,1.05
10313,Cook-Thompson Motors,Independent,WV,346.8,2482.79,0.0655,74.1,0.9
10314,"Green, Hughes and Mendoza Motors",Independent,CA,85.0,1512.14,0.0882,181.51,1.08
10315,Gray-Soto Motors,Franchised,MD,136.56,1234.38,0.06,84.24,1.02
10316,Smith Group Motors,Independent,NC,443.08,1810.8,0.0698,76.68,0.97
10317,Salazar and Sons Motors,Independent,GA,139.86,2740.19,0.0737,41.04,0.98
10318,Myers and Sons Motors,Independent,FL,811.28,2965.34,0.0701,185.23,1.02
10319,Moses-Grant Motors,Franchised,MD,199.37,1941.1,0.06,22.85,1.02
10320,Porter LLC Motors,Independent,FL,879.05,1484.43,0.0701,114.88,1.02
10321,Hernandez Ltd Motors,Independent,MI,458.89,1299.31,0.06,221.03,0.95
10322,"Anderson, Reid and Roberts Motors",Independent,FL,610.18,1469.45,0.0701,163.23,1.02
10323,Hunt-Medina Motors,Franchised,ID,138.4,2137.88,0.0603,183.52,0.94
10324,Lawrence-Adams Motors,Independent,CA,85.0,2583.2,0.0882,201.6,1.08
10325,Garcia Inc Motors,Independent,FL,662.95,1331.56,0.0701,21.33,1.02
10326,Wade-Smith Motors,Franchised,FL,598.64,1747.57,0.0701,22.52,1.02
10327,Rios-Wilson Motors,Independent,IL,383.78,2542.59,0.0881,167.69,0.99
10328,"Hansen, Glass and Butler Motors",Independent,FL,522.15,2563.85,0.0701,54.99,1.02
10329,"Wilson, Joseph and Lang Motors",Franchised,GA,456.93,1951.71,0.0737,159.14,0.98
10330,Moreno-Hamilton Motors,Independent,CT,163.69,1374.36,0.0635,170.61,1.01
10331,Lopez-Anderson Motors,Franchised,MD,308.63,2153.08,0.06,197.79,1.02
10332,Best Ltd Motors,Franchised,VA,399.66,2532.31,0.0577,199.71,0.99
10333,Johnson-Edwards Motors,Franchised,CA,85.0,2260.07,0.0882,94.05,1.08
10334,"Anderson, Hall and Copeland Motors",Independent,MO,302.66,2447.9,0.083,98.01,0.95
10335,Steele-Luna Motors,Independent,TX,309.43,1704.12,0.082,47.26,0.98
10336,Roth-Johnson Motors,Independent,MN,370.58,1287.21,0.0749,61.59,0.95
10337,Powell PLC Motors,Franchised,FL,853.37,2943.92,0.0701,223.69,1.02
10338,Escobar PLC Motors,Franchised,IL,249.31,1127.03,0.0881,95.87,0.99
10339,Novak-Williams Motors,Independent,PA,440.05,2494.53,0.0634,222.58,0.97
10340,Mitchell-Harrison Motors,Independent,KY,186.01,2533.96,0.06,190.03,0.92
10341,Hunt-Mcdonald Motors,Independent,TX,449.76,1953.6,0.082,89.18,0.98
10342,Russell PLC Motors,Independent,MI,251.89,1423.09,0.06,119.95,0.95
10343,"Evans, Cox and Olson Motors",Independent,TX,194.55,2975.2,0.082,140.51,0.98
10344,Long-Ramirez Motors,Franchised,MD,289.02,2723.45,0.06,161.51,1.02
10345,Page Group Motors,Franchised,IA,439.69,2011.75,0.0694,130.62,0.93
10346,Martinez-Schmidt Motors,Franchised,OH,333.33,2596.19,0.0724,164.41,0.96
10347,"Mills, Williams and Johnson Motors",Franchised,GA,361.89,2968.9,0.0737,198.12,0.98
10348,"Gillespie, Mullen and Harris Motors",Independent,UT,256.14,1905.8,0.0725,173.29,0.95
10349,Bartlett-Williams Motors,Independent,NC,438.02,2584.2,0.0698,99.73,0.97
10350,"Moore, Lowe and Rhodes Motors",Independent,GA,422.57,1227.55,0.0737,148.38,0.98
10351,Lee LLC Motors,Franchised,VA,470.7,2878.66,0.0577,51.4,0.99
10352,Johnson-Frazier Motors,Franchised,MO,316.66,2569.85,0.083,178.18,0.95
10353,"Fields, Hunter and Acosta Motors",Independent,TX,432.45,2599.96,0.082,46.96,0.98
10354,Torres LLC Motors,Independent,CO,326.31,1244.05,0.0777,126.15,0.98
10355,Anderson-Smith Motors,Independent,OH,279.03,1088.73,0.0724,169.42,0.96
10356,Perez-Chapman Motors,Franchised,CA,85.0,2210.43,0.0882,73.91,1.08
10357,"Walker, Haynes and Smith Motors",Independent,MN,129.7,2316.05,0.0749,128.5,0.95
10358,Perez Inc Motors,Franchised,IL,307.48,2232.71,0.0881,34.47,0.99
10359,Robinson Inc Motors,Independent,TX,158.28,1029.42,0.082,162.27,0.98
10360,Hess and Sons Motors,Independent,TN,293.9,2402.2,0.0955,182.97,0.94
10361,Roberts Group Motors,Franchised,OR,142.32,1490.93,0.0,153.44,0.97
10362,Cooper PLC Motors,Independent,OR,353.59,1753.21,0.0,88.28,0.97
10363,"Davis, Curtis and Boyd Motors",Independent,ID,481.39,2825.83,0.0603,84.78,0.94
10364,Lee Group Motors,Independent,CT,113.82,2227.0,0.0635,35.03,1.01
10365,Olson PLC Motors,Franchised,CA,85.0,1638.21,0.0882,132.16,1.08
10366,Guerrero-Owens Motors,Franchised,IL,318.52,2354.72,0.0881,213.37,0.99
10367,Deleon-Brown Motors,Independent,CO,455.83,2525.05,0.0777,127.68,0.98
10368,Vasquez Ltd Motors,Franchised,PA,136.7,1920.78,0.0634,77.88,0.97
10369,James LLC Motors,Franchised,VA,397.82,2407.98,0.0577,25.26,0.99
10370,"Collins, Lee and Long Motors",Independent,MA,411.98,2022.68,0.0625,124.06,1.01
10371,Phillips Group Motors,Independent,PA,233.48,1522.14,0.0634,177.82,0.97
10372,Lindsey-Barry Motors,Independent,IA,183.77,1268.66,0.0694,43.15,0.93
10373,Morris PLC Motors,Independent,NC,179.36,2717.77,0.0698,166.36,0.97
10374,"Short, Walter and Flores Motors",Independent,GA,297.74,2707.36,0.0737,63.54,0.98
10375,"Campos, Ferrell and Salas Motors",Franchised,SD,323.63,2551.55,0.0611,34.89,0.92
10376,Davenport-Benitez Motors,Franchised,GA,334.94,2602.06,0.0737,67.75,0.98
10377,"Johnson, Middleton and Norman Motors",Franchised,TX,456.76,1093.31,0.082,141.21,0.98
10378,Clark Inc Motors,Independent,NC,287.59,1658.9,0.0698,178.13,0.97
10379,Parrish-Garcia Motors,Independent,LA,305.05,1353.15,0.0955,133.84,0.94
10380,Mercado-Higgins Motors,Franchised,AZ,322.46,1131.41,0.084,127.75,0.96
10381,Baker-Weaver Motors,Independent,MN,398.75,1925.31,0.0749,142.67,0.95
10382,"Berg, Williams and Sanchez Motors",Franchised,MD,385.36,1209.59,0.06,52.7,1.02
10383,Miller Inc Motors,Independent,FL,693.22,1618.34,0.0701,21.51,1.02
10384,Mitchell-Knight Motors,Franchised,KY,122.9,1213.78,0.06,34.79,0.92
10385,Barton Inc Motors,Independent,IA,311.13,2573.1,0.0694,23.48,0.93
10386,"Rodriguez, Daugherty and Smith Motors",Franchised,FL,588.87,2737.33,0.0701,121.26,1.02
10387,"Roth, Chang and Williams Motors",Franchised,TX,225.89,2745.77,0.082,129.28,0.98
10388,"Cabrera, Davis and Collins Motors",Franchised,VT,344.41,1048.35,0.0627,64.82,0.96
10389,Mendez Ltd Motors,Franchised,CT,442.81,1762.11,0.0635,46.71,1.01
10390,"Odom, Ross and Smith Motors",Independent,IA,281.41,1178.86,0.0694,202.08,0.93
10391,"Whitehead, Nielsen and Heath Motors",Independent,OR,141.17,1450.49,0.0,211.51,0.97
10392,Weaver-Heath Motors,Franchised,MI,107.44,1919.37,0.06,155.06,0.95
10393,Patel LLC Motors,Independent,TN,172.35,1128.87,0.0955,101.38,0.94
10394,Silva Group Motors,Franchised,MI,354.89,1389.94,0.06,153.73,0.95
10395,"Ferguson, Webster and Barnes Motors",Franchised,CA,85.0,1430.66,0.0882,112.0,1.08
10396,"Smith, Hayes and Barnes Motors",Franchised,WA,112.8,2701.14,0.0929,153.8,1.04
10397,"Lindsey, Dixon and Hayes Motors",Franchised,NC,324.01,2665.04,0.0698,83.91,0.97
10398,Morgan PLC Motors,Independent,TN,129.9,1776.33,0.0955,99.44,0.94
10399,"Stone, Baker and Mcconnell Motors",Franchised,GA,446.12,2631.92,0.0737,27.35,0.98
10400,Bowman-Mcmahon Motors,Franchised,GA,286.17,2788.97,0.0737,52.13,0.98
10401,Hale Ltd Motors,Independent,TX,353.11,1728.92,0.082,162.7,0.98
10402,Mcgrath-Hickman Motors,Franchised,NY,328.56,1867.81,0.0852,192.71,1.05
10403,"Wood, Perry and Anderson Motors",Independent,TX,181.88,1457.38,0.082,216.92,0.98
10404,"Smith, Jordan and Watson Motors",Franchised,FL,681.21,2909.44,0.0701,165.6,1.02
10405,Fox-Stevens Motors,Independent,VT,268.49,2948.27,0.0627,27.31,0.96
10406,Maxwell-Bradshaw Motors,Independent,TX,437.23,1755.73,0.082,44.5,0.98
10407,Smith and Sons Motors,Independent,NY,197.7,2331.08,0.0852,186.08,1.05
10408,Vasquez-Wall Motors,Franchised,VA,479.04,1413.88,0.0577,154.79,0.99
10409,Charles-Rogers Motors,Independent,MA,111.73,1886.26,0.0625,31.3,1.01
10410,"Price, Cunningham and Hernandez Motors",Franchised,TX,445.92,1586.83,0.082,20.02,0.98
10411,Jordan Inc Motors,Franchised,MN,223.76,1675.94,0.0749,149.51,0.95
10412,"Farmer, Juarez and Hampton Motors",Independent,MN,267.84,1477.72,0.0749,135.51,0.95
10413,Gonzalez-Day Motors,Independent,FL,611.15,1450.58,0.0701,220.96,1.02
10414,"Flores, Davis and Thomas Motors",Independent,NY,482.38,1961.03,0.0852,61.13,1.05
10415,Kim Group Motors,Independent,MS,342.0,2747.19,0.0707,23.98,0.9
10416,Collins Inc Motors,Independent,CO,104.67,1203.94,0.0777,49.03,0.98
10417,Guerra PLC Motors,Independent,MO,250.88,1087.6,0.083,166.24,0.95
10418,"Gutierrez, Knight and Salazar Motors",Independent,CA,85.0,2039.03,0.0882,152.92,1.08
10419,Rosario and Sons Motors,Independent,IL,207.2,1010.88,0.0881,190.23,0.99
10420,White-Bell Motors,Independent,MI,107.12,2537.08,0.06,205.32,0.95
10421,Cochran-Cortez Motors,Independent,FL,685.08,2021.74,0.0701,158.48,1.02
10422,"Hart, Lawrence and Flores Motors",Independent,OH,387.42,1777.02,0.0724,172.29,0.96
10423,Haynes Inc Motors,Franchised,VA,357.13,1195.36,0.0577,41.64,0.99
10424,Hancock Group Motors,Franchised,PA,358.24,1280.89,0.0634,54.68,0.97
10425,"Cabrera, Francis and Johnson Motors",Independent,AZ,137.97,1210.32,0.084,127.07,0.96
10426,Cooper Ltd Motors,Franchised,OK,472.53,1811.94,0.0897,23.24,0.91
10427,Johnson and Sons Motors,Independent,PA,337.53,2531.27,0.0634,26.63,0.97
10428,Rodriguez-Trujillo Motors,Franchised,OK,487.61,2838.28,0.0897,172.31,0.91
10429,Williams LLC Motors,Independent,TX,470.0,2629.51,0.082,114.6,0.98
10430,"Craig, Lang and Davis Motors",Franchised,OK,353.6,1561.13,0.0897,39.3,0.91
10431,Anderson PLC Motors,Franchised,TX,256.58,2323.75,0.082,158.1,0.98
10432,"Price, Carter and Norman Motors",Independent,CA,85.0,2983.21,0.0882,170.34,1.08
10433,"Vaughn, Jacobs and Perez Motors",Independent,TN,369.55,1849.95,0.0955,200.35,0.94
10434,Thompson Ltd Motors,Independent,GA,448.16,2569.17,0.0737,53.76,0.98
10435,Davis-Johnson Motors,Franchised,KS,156.87,1514.18,0.087,218.82,0.92
10436,Winters Group Motors,Independent,PA,322.28,1160.67,0.0634,26.12,0.97
10437,Lester-Wilson Motors,Independent,NY,190.95,1454.96,0.0852,120.02,1.05
10438,Chandler-Rivera Motors,Franchised,GA,400.83,1505.04,0.0737,180.96,0.98
10439,"Kelly, Pena and Horne Motors",Independent,OH,389.03,1230.0,0.0724,205.91,0.96
10440,Williams-Parker Motors,Independent,PA,474.24,1674.23,0.0634,33.21,0.97
10441,"Gibson, Bruce and Goodman Motors",Independent,MO,218.64,1710.26,0.083,216.22,0.95
10442,Graham Inc Motors,Franchised,AL,484.38,1290.29,0.0924,146.53,0.93
10443,Pace Group Motors,Independent,KY,107.39,2437.8,0.06,91.77,0.92
10444,"Conley, Harris and Washington Motors",Independent,VT,288.19,1849.45,0.0627,208.06,0.96
10445,Davis LLC Motors,Independent,NY,154.09,2375.85,0.0852,141.67,1.05
10446,Carpenter-Meyers Motors,Franchised,MD,181.25,1076.04,0.06,180.58,1.02
10447,Lloyd-Elliott Motors,Franchised,IL,109.92,1522.14,0.0881,31.62,0.99
10448,Hernandez-Cox Motors,Independent,WI,308.61,2419.53,0.0543,156.33,0.94
10449,"Pratt, White and Johnson Motors",Franchised,GA,276.78,2672.08,0.0737,105.76,0.98
10450,Perkins-Robinson Motors,Franchised,SD,275.88,1983.97,0.0611,180.79,0.92
10451,"Barrera, Turner and Duncan Motors",Franchised,WA,105.1,1726.01,0.0929,88.8,1.04
10452,Stout-Sims Motors,Franchised,WV,463.23,2321.48,0.0655,36.45,0.9
10453,Gibson-Miller Motors,Franchised,OK,201.84,1900.21,0.0897,58.23,0.91
10454,Flowers Ltd Motors,Franchised,IA,174.68,2814.96,0.0694,91.02,0.93
10455,"Morgan, Dorsey and Rice Motors",Independent,LA,470.44,1739.95,0.0955,159.19,0.94
10456,Mccoy-Escobar Motors,Franchised,OH,138.49,2954.93,0.0724,112.07,0.96
10457,"Welch, Valencia and Wright Motors",Independent,FL,518.09,2108.93,0.0701,133.51,1.02
10458,Rodriguez LLC Motors,Franchised,PA,278.24,1422.57,0.0634,193.8,0.97
10459,Riley PLC Motors,Independent,CA,85.0,2236.87,0.0882,205.28,1.08
10460,Fuentes Ltd Motors,Franchised,NC,110.52,2602.71,0.0698,106.77,0.97
10461,"Pace, Mcdonald and Herrera Motors",Independent,NC,364.38,1868.13,0.0698,42.36,0.97
10462,"Nelson, Miller and Powell Motors",Independent,NC,424.87,1569.78,0.0698,76.94,0.97
10463,Hamilton-Schultz Motors,Independent,VT,263.52,1752.05,0.0627,115.02,0.96
10464,Yoder-Jensen Motors,Independent,KS,426.64,1339.15,0.087,204.29,0.92
10465,Robinson-Aguilar Motors,Independent,TX,322.03,1115.94,0.082,159.5,0.98
10466,Smith Group Motors,Independent,PA,359.51,1495.63,0.0634,221.76,0.97
10467,"Oneill, Barton and Hawkins Motors",Franchised,OH,485.98,1712.36,0.0724,200.97,0.96
10468,Simpson PLC Motors,Franchised,PA,452.25,2029.28,0.0634,44.56,0.97
10469,Wright PLC Motors,Independent,LA,157.7,2257.29,0.0955,176.77,0.94
10470,Donaldson Ltd Motors,Franchised,NC,142.83,2057.43,0.0698,195.96,0.97
10471,"Palmer, Boyd and Travis Motors",Independent,MI,228.93,1281.91,0.06,70.45,0.95
10472,"Rose, Cunningham and French Motors",Independent,KY,475.53,1674.7,0.06,135.71,0.92
10473,Smith PLC Motors,Franchised,LA,314.69,2722.2,0.0955,135.37,0.94
10474,Miller-Moody Motors,Franchised,TX,441.76,2557.9,0.082,58.06,0.98
10475,Lee and Sons Motors,Franchised,MD,442.5,2700.4,0.06,89.47,1.02
10476,Jackson Ltd Motors,Independent,OH,106.05,1977.97,0.0724,202.36,0.96
10477,Blackwell Group Motors,Franchised,NY,393.58,2623.71,0.0852,66.53,1.05
10478,"Valencia, Leblanc and Barnett Motors",Independent,CA,85.0,1037.12,0.0882,171.21,1.08
10479,"Mason, Murphy and Juarez Motors",Independent,GA,354.94,2583.5,0.0737,141.46,0.98
10480,Smith and Sons Motors,Franchised,PA,378.42,2163.35,0.0634,152.57,0.97
10481,"Stone, Hall and Gardner Motors",Independent,FL,867.23,1025.4,0.0701,120.37,1.02
10482,Gill Inc Motors,Independent,MO,140.62,1070.01,0.083,92.57,0.95
10483,"Sharp, Simpson and Walker Motors",Independent,AZ,294.01,1696.7,0.084,164.87,0.96
10484,Payne PLC Motors,Independent,FL,512.25,2182.2,0.0701,222.61,1.02
10485,Cannon and Sons Motors,Franchised,CA,85.0,2779.25,0.0882,70.68,1.08
10486,Stephens Ltd Motors,Independent,KY,281.84,1941.65,0.06,133.22,0.92
10487,"Wolf, Long and Jackson Motors",Independent,CA,85.0,1491.37,0.0882,178.2,1.08
10488,Webb PLC Motors,Independent,MS,470.3,2490.22,0.0707,96.39,0.9
