loan_id,transaction_id,loan_amount,down_payment,loan_term_months,loan_interest_rate,monthly_payment,loan_type
18457,21656,55401.37,7348.42,72,0.1176,1076.21,Purchase Loan
18458,21657,38395.37,2834.06,60,0.1176,849.43,Purchase Loan
18459,21659,33235.63,6641.86,84,0.0626,489.68,Purchase Loan
18460,21660,34553.73,3469.25,48,0.0726,831.61,Purchase Loan
18461,21661,17108.93,2429.31,72,0.0976,314.89,Purchase Loan
18462,21662,6941.62,5242.33,84,0.0576,100.61,Purchase Loan
18463,21663,17223.92,1363.01,48,0.0626,167.8,Lease
18464,21664,39199.61,8383.64,60,0.0976,828.25,Purchase Loan
18465,21665,61921.32,13250.7,84,0.0576,897.47,Purchase Loan
18466,21667,57442.78,6532.39,72,0.0626,959.06,Purchase Loan
18467,21668,18617.82,5966.79,60,0.0576,357.86,Purchase Loan
18468,21669,1999.18,2383.3,72,0.0576,32.91,Purchase Loan
18469,21670,28546.84,10146.72,72,0.01,408.66,Purchase Loan
18470,21671,35411.31,2506.24,84,0.1176,620.57,Purchase Loan
18471,21672,61083.77,9733.82,72,0.0476,976.96,Purchase Loan
18472,21673,48080.68,6145.5,48,0.0726,1157.16,Purchase Loan
18473,21674,108918.78,11644.71,84,0.0576,800.55,Lease
18474,21675,2059.85,3788.36,60,0.01,35.21,Purchase Loan
18475,21677,33378.06,5312.93,72,0.01,477.82,Purchase Loan
18476,21679,19990.87,1326.06,72,0.0626,333.77,Purchase Loan
18477,21681,43065.27,9741.86,84,0.1026,720.73,Purchase Loan
18478,21682,34049.68,11049.53,60,0.0626,435.76,Lease
18479,21683,35655.22,4000.14,60,0.0726,710.4,Purchase Loan
18480,21684,7430.54,1436.01,72,0.0976,136.76,Purchase Loan
18481,21685,43914.25,10099.89,72,0.0576,360.59,Lease
18482,21686,45907.33,3203.02,72,0.1176,380.17,Lease
18483,21687,45794.34,6275.88,72,0.0576,383.19,Lease
18484,21688,34662.9,5748.23,60,0.0576,666.27,Purchase Loan
18485,21689,22232.34,3590.14,72,0.0726,381.82,Purchase Loan
18486,21690,36502.9,3702.5,72,0.0726,626.91,Purchase Loan
18487,21691,26720.64,1559.01,60,0.0626,519.82,Purchase Loan
18488,21692,135771.74,17248.07,60,0.0476,2547.28,Purchase Loan
18489,21693,17461.52,6939.58,72,0.1176,339.2,Purchase Loan
18490,21694,16338.49,1640.26,48,0.0976,412.51,Purchase Loan
18491,21695,16319.8,2697.97,60,0.0626,317.48,Purchase Loan
18492,21696,2444.65,6781.92,72,0.0626,270.66,Lease
18493,21697,2144.03,2751.94,48,0.0726,51.6,Purchase Loan
18494,21698,179177.76,19542.18,60,0.0576,3444.05,Purchase Loan
18495,21699,70710.68,10636.27,48,0.0476,1620.74,Purchase Loan
18496,21701,55630.95,13802.64,84,0.0426,387.43,Lease
18497,21702,88468.15,17803.01,48,0.0826,876.38,Lease
18498,21703,17497.36,2650.72,72,0.0726,300.5,Purchase Loan
18499,21704,19122.1,1914.76,60,0.0576,367.55,Purchase Loan
18500,21705,27725.18,5214.43,72,0.0976,199.85,Lease
18501,21706,22928.3,4433.67,84,0.0626,337.81,Purchase Loan
18502,21707,27476.49,1543.38,60,0.0976,580.55,Purchase Loan
18503,21708,22198.56,3845.46,72,0.0726,381.24,Purchase Loan
18504,21709,69240.78,5531.3,72,0.0726,1189.15,Purchase Loan
18505,21710,59326.27,13814.18,72,0.0726,1018.88,Purchase Loan
18506,21711,19648.02,2670.42,72,0.01,281.27,Purchase Loan
18507,21712,25477.22,11350.19,84,0.0476,357.23,Purchase Loan
18508,21713,62904.15,6613.27,48,0.0576,1470.39,Purchase Loan
18509,21714,24271,2346.25,60,0.0576,466.52,Purchase Loan
18510,21715,14951.65,5462,72,0.0576,214.98,Lease
18511,21716,15787.58,3864.65,60,0.1176,349.27,Purchase Loan
18512,21717,38442.67,2853.01,84,0.0726,287.43,Lease
18513,21718,16636.07,5121.48,72,0.0726,285.71,Purchase Loan
18514,21719,57435.36,10872.99,72,0.0726,986.4,Purchase Loan
18515,21720,22716.61,4225.07,36,0.01,640.79,Purchase Loan
18516,21721,122061.39,8645.04,72,0.0626,2037.92,Purchase Loan
18517,21722,65303.61,8694.15,72,0.0476,1044.46,Purchase Loan
18518,21723,61114.65,9619.17,72,0.1026,1140.23,Purchase Loan
18519,21724,38244.69,6568.76,72,0.0626,638.53,Purchase Loan
18520,21726,30949.93,6908.63,72,0.0827,546.74,Purchase Loan
18521,21727,39176.14,4494.78,48,0.0427,394.98,Lease
18522,21728,25327.83,3439.78,72,0.01,362.58,Purchase Loan
18523,21729,35688.47,1886.39,72,0.0627,596.02,Purchase Loan
18524,21730,22773.24,2795.55,72,0.0577,374.95,Purchase Loan
18525,21731,26301.03,3779.35,72,0.0727,451.82,Purchase Loan
18526,21732,27124.88,8049.27,72,0.0577,446.6,Purchase Loan
18527,21733,21706.17,2909.18,72,0.0477,347.27,Purchase Loan
18528,21734,721.58,6695.54,72,0.0727,12.4,Purchase Loan
18529,21735,45319.13,3146.25,72,0.1177,403.35,Lease
18530,21736,34930.44,5730.47,60,0.0577,348.4,Lease
18531,21737,32077.66,3769.92,84,0.0577,224.02,Lease
18532,21738,23034.53,3560.73,72,0.0727,395.71,Purchase Loan
18533,21739,10396.28,5216.75,72,0.0427,163.93,Purchase Loan
18534,21740,1669.94,2114.4,72,0.0627,27.89,Purchase Loan
18535,21742,23320.85,4951.98,72,0.1177,453.14,Purchase Loan
18536,21743,61902.31,5603.64,84,0.0977,418.53,Lease
18537,21746,36301.56,6927.11,48,0.0627,365.65,Lease
18538,21747,38784.83,2357.68,72,0.0627,647.73,Purchase Loan
18539,21748,35066.54,3175.3,72,0.0977,645.58,Purchase Loan
18540,21749,5507.93,2528.88,84,0.0627,81.18,Purchase Loan
18541,21750,81164.69,13672.17,84,0.1027,1358.78,Purchase Loan
18542,21751,39215.72,4426,72,0.0627,654.93,Purchase Loan
18543,21752,20982.25,1973.34,36,0.0727,197.07,Lease
18544,21753,20461.06,2746.97,84,0.0977,337.25,Purchase Loan
18545,21755,20879.25,4561.64,72,0.0977,384.39,Purchase Loan
18546,21756,8733.11,4411.02,60,0.0727,174.04,Purchase Loan
18547,21757,11376,9714.8,72,0.0577,187.3,Purchase Loan
18548,21758,29952.83,3690.68,84,0.0427,413.15,Purchase Loan
18549,21759,78229.85,6030.7,84,0.0727,1191.05,Purchase Loan
18550,21761,59927.82,11412.24,84,0.0727,912.4,Purchase Loan
18551,21762,58697.56,10033.18,72,0.0627,980.29,Purchase Loan
18552,21763,34196.82,8060.87,84,0.1027,572.49,Purchase Loan
18553,21764,55246.84,9010.19,72,0.0577,909.61,Purchase Loan
18554,21766,3808.59,1853.96,72,0.1177,74,Purchase Loan
18555,21767,55768.97,4726.08,60,0.1177,1234.08,Purchase Loan
18556,21768,7238.11,1183.08,60,0.0577,146.26,Lease
18557,21769,73534.63,9663.92,72,0.01,560.7,Lease
18558,21770,26342.43,5637.32,72,0.0627,439.94,Purchase Loan
18559,21771,25627.29,5456.41,72,0.0627,239.76,Lease
18560,21772,41436.28,7939,72,0.0627,692.01,Purchase Loan
18561,21773,55084.59,3019.65,60,0.0627,1071.87,Purchase Loan
18562,21775,44915.29,8923.63,60,0.0977,949.24,Purchase Loan
18563,21777,7399.74,3236.54,60,0.0577,142.27,Purchase Loan
18564,21779,65156.09,5671.63,72,0.0727,1119.31,Purchase Loan
18565,21780,6979.69,2320.36,60,0.1177,240.51,Lease
18566,21781,10733.37,8027.51,72,0.01,153.65,Purchase Loan
18567,21782,44745.82,8594.71,72,0.0728,768.9,Purchase Loan
18568,21783,23570.73,6232.41,72,0.0428,371.78,Purchase Loan
18569,21784,38199.51,6374.55,72,0.01,327.6,Lease
18570,21785,23703.86,5079.89,72,0.01,189.21,Lease
18571,21786,6023.39,3164.1,84,0.01,74.28,Purchase Loan
18572,21787,10991.62,3907.38,60,0.0628,213.93,Purchase Loan
18573,21788,29953.54,5606.79,48,0.0628,707.31,Purchase Loan
18574,21789,7831.08,843.57,48,0.1178,205.38,Purchase Loan
18575,21790,25204.71,7875.03,60,0.0828,514.44,Purchase Loan
18576,21792,41594,7035.44,72,0.0578,685.02,Purchase Loan
18577,21793,31417.99,5205.37,48,0.0428,713.33,Purchase Loan
18578,21794,4207.5,1709.37,72,0.0578,69.29,Purchase Loan
18579,21795,52354.88,10807.26,48,0.1178,1373.06,Purchase Loan
18580,21796,59286.06,5958.03,84,0.0578,859.84,Purchase Loan
18581,21797,40747.86,12840.56,60,0.0628,793.09,Purchase Loan
18582,21798,44873.59,7175.64,60,0.0578,862.95,Purchase Loan
18583,21799,44928.3,11912.62,72,0.0978,827.36,Purchase Loan
18584,21800,27998.79,4185.22,60,0.0628,544.95,Purchase Loan
18585,21802,27682.15,5357.27,72,0.0578,455.9,Purchase Loan
18586,21803,17245.17,3456.12,72,0.0728,296.34,Purchase Loan
18587,21804,53709.91,19638.64,72,0.1028,1002.62,Purchase Loan
18588,21805,9436.96,7404.45,36,0.0828,296.94,Purchase Loan
18589,21806,30862.94,4470.02,72,0.0728,530.34,Purchase Loan
18590,21807,13729.99,1501.67,72,0.1178,266.86,Purchase Loan
18591,21808,39113.27,8004.88,72,0.1028,730.14,Purchase Loan
18592,21809,1611.95,3411.46,48,0.01,34.27,Purchase Loan
18593,21810,32051.06,7088,72,0.01,458.83,Purchase Loan
18594,21812,28490.81,4647.91,60,0.01,293.06,Lease
18595,21813,24680.88,2377.49,72,0.0628,412.3,Purchase Loan
18596,21814,18286.34,6873.63,60,0.01,312.58,Purchase Loan
18597,21815,35353.22,5918.85,84,0.0978,582.89,Purchase Loan
18598,21816,46060.97,2549.22,72,0.0578,758.59,Purchase Loan
18599,21817,20670.56,3384.53,72,0.0578,340.43,Purchase Loan
18600,21818,56949.39,5476.13,60,0.1178,1260.49,Purchase Loan
18601,21819,52491.84,4166.13,60,0.0978,1109.62,Purchase Loan
18602,21820,43057.63,2516.11,60,0.0628,838.04,Purchase Loan
18603,21821,16318.64,8544.44,72,0.0978,300.51,Purchase Loan
18604,21822,22643.78,2577.49,72,0.0578,372.93,Purchase Loan
18605,21823,44150.29,6372.94,84,0.0478,337.5,Lease
18606,21824,23070.96,7661.5,72,0.0578,379.96,Purchase Loan
18607,21825,14349.2,5286.73,72,0.0428,162.2,Lease
18608,21826,21216.45,4186.94,72,0.0728,193.3,Lease
18609,21827,32281.19,8685.91,84,0.1029,540.76,Purchase Loan
18610,21828,19938.95,10735.25,48,0.0579,466.35,Purchase Loan
18611,21829,2551.25,5960.89,60,0.0629,49.67,Purchase Loan
18612,21830,30702.18,3299.11,84,0.0629,452.8,Purchase Loan
18613,21831,124362.12,9963.18,72,0.0579,919.39,Lease
18614,21832,2487.33,1348.72,84,0.01,30.67,Purchase Loan
18615,21833,30586.35,7403.16,60,0.0579,588.34,Purchase Loan
18616,21834,24211.1,2923.92,72,0.0629,404.57,Purchase Loan
18617,21835,102161.12,9400.7,72,0.0629,1707.13,Purchase Loan
18618,21837,53699.89,5438.32,72,0.0629,897.33,Purchase Loan
18619,21838,128338.78,36982.56,48,0.0579,3001.7,Purchase Loan
18620,21839,38411.89,4785.83,36,0.0979,1235.66,Purchase Loan
18621,21840,511.96,2718.4,72,0.0979,130.31,Lease
18622,21841,24130.29,2000.11,48,0.0629,569.91,Purchase Loan
18623,21844,30637.58,3873.23,72,0.0579,504.72,Purchase Loan
18624,21846,51138.72,8136.4,84,0.0729,779.09,Purchase Loan
18625,21847,102264.05,23576.99,72,0.0429,1613.49,Purchase Loan
18626,21848,47878.29,3543.44,84,0.01,590.4,Purchase Loan
18627,21849,6649.16,842.9,72,0.0979,122.48,Purchase Loan
18628,21850,143029.7,18378.81,72,0.0429,2256.67,Purchase Loan
18629,21851,1948.71,3649.23,72,0.0729,137.03,Lease
18630,21852,23966.27,4902.83,60,0.1179,530.58,Purchase Loan
18631,21853,49473.26,4701.87,72,0.0579,815.02,Purchase Loan
18632,21854,39017.83,5671.01,36,0.0579,1183.29,Purchase Loan
18633,21855,47520.34,10466.99,72,0.0479,760.69,Purchase Loan
18634,21856,32425.28,4775.04,60,0.01,554.27,Purchase Loan
18635,21857,32563.88,5098.42,72,0.01,466.17,Purchase Loan
18636,21858,44866.96,3726.23,72,0.0579,739.14,Purchase Loan
18637,21859,38569.85,7251.83,84,0.0729,587.61,Purchase Loan
18638,21861,31335.29,5535.54,72,0.1179,609.19,Purchase Loan
18639,21862,10156.94,2179.65,60,0.1179,224.86,Purchase Loan
18640,21863,27412.78,4694.47,48,0.0629,647.44,Purchase Loan
18641,21864,29633.1,3152.77,48,0.01,630.04,Purchase Loan
18642,21865,35298.96,10564.34,48,0.0479,809.56,Purchase Loan
18643,21866,27631.6,4098.19,60,0.0829,332.41,Lease
18644,21867,26756.26,1914.67,48,0.0729,644.32,Purchase Loan
18645,21868,53593.7,10150.46,60,0.0729,1068.57,Purchase Loan
18646,21869,46650.03,9833.21,72,0.0829,824.55,Purchase Loan
18647,21870,16911.17,8895.55,72,0.0729,290.68,Purchase Loan
18648,21871,18882.23,9337.35,60,0.0479,354.52,Purchase Loan
18649,21872,35095.55,5687.61,72,0.01,502.41,Purchase Loan
18650,21873,15034.51,1702.93,72,0.0629,251.23,Purchase Loan
18651,21874,43679.88,3837.37,84,0.0579,633.71,Purchase Loan
18652,21875,30494.8,1642.52,84,0.0579,442.42,Purchase Loan
18653,21877,46468.87,20835.57,36,0.0579,1409.26,Purchase Loan
18654,21878,46379.85,8532.86,48,0.1179,1216.58,Purchase Loan
18655,21879,72362.42,26547.02,72,0.0429,1023.49,Lease
18656,21880,58651.84,5572.51,72,0.1179,1140.26,Purchase Loan
18657,21881,73621.25,11904.67,72,0.0579,1212.83,Purchase Loan
18658,21883,19411.21,2228.19,60,0.0629,377.9,Purchase Loan
18659,21884,36112.56,6841.57,72,0.0579,594.92,Purchase Loan
18660,21885,73369.93,14885.22,72,0.0429,1157.61,Purchase Loan
18661,21886,72525.93,20926.29,36,0.0579,1168.63,Lease
18662,21888,28685.3,3758.4,84,0.0979,473.1,Purchase Loan
18663,21889,40482.29,2903.91,60,0.0579,382.62,Lease
18664,21890,113291.05,31012.38,60,0.0829,2312.89,Purchase Loan
18665,21891,33422.22,5208.32,72,0.0729,574.48,Purchase Loan
18666,21893,39763.36,3964.32,72,0.0579,277.28,Lease
18667,21894,25755.6,12547.29,84,0.0829,405.16,Purchase Loan
18668,21895,58561.06,7736.77,84,0.0629,863.66,Purchase Loan
18669,21896,59541.73,16074.82,48,0.118,1562.12,Purchase Loan
18670,21898,24563.36,2538.67,72,0.058,163.12,Lease
18671,21899,50214.13,6293.57,72,0.098,358.15,Lease
18672,21901,94385.46,14109.58,60,0.043,985.65,Lease
18673,21902,37108.71,2604.79,72,0.073,638.03,Purchase Loan
18674,21903,13992.8,4883.99,72,0.063,233.89,Purchase Loan
18675,21905,50441.95,3552.25,72,0.058,831.21,Purchase Loan
18676,21906,34231.01,6827.12,60,0.063,666.57,Purchase Loan
18677,21907,20547.73,1652.14,72,0.01,294.15,Purchase Loan
18678,21908,22647.45,2277.78,72,0.063,187.38,Lease
18679,21909,21640.3,3960.19,60,0.118,479.19,Purchase Loan
18680,21910,23051.81,5628.27,72,0.073,396.34,Purchase Loan
18681,21911,10766.12,929.44,72,0.058,107.31,Lease
18682,21912,48964.72,7438.7,84,0.073,746.21,Purchase Loan
18683,21913,65527.08,8062.79,48,0.058,1532.9,Purchase Loan
18684,21914,18600.7,3101.2,72,0.073,319.81,Purchase Loan
18685,21915,35734.68,4330.29,60,0.01,610.84,Purchase Loan
18686,21917,13428.42,3681.93,72,0.073,230.88,Purchase Loan
18687,21918,53224.04,4746.68,72,0.063,889.63,Purchase Loan
18688,21919,45174.51,4429.95,72,0.063,755.09,Purchase Loan
18689,21921,11752.89,1726.89,84,0.073,179.11,Purchase Loan
18690,21922,2552.63,1553.6,60,0.063,49.71,Purchase Loan
18691,21923,10306.52,8262.27,72,0.058,169.84,Purchase Loan
18692,21924,41433.03,4843.85,60,0.063,806.81,Purchase Loan
18693,21926,33122.66,4342.34,72,0.098,610.29,Purchase Loan
18694,21927,32899.29,1740.9,72,0.073,565.65,Purchase Loan
18695,21928,16100.54,3437.93,72,0.063,269.12,Purchase Loan
18696,21929,99363.02,16403.48,60,0.058,1911.74,Purchase Loan
18697,21930,13807.59,1210.63,36,0.098,444.24,Purchase Loan
18698,21931,21148.84,3763.66,48,0.058,494.74,Purchase Loan
18699,21932,10755.25,2115.28,72,0.058,110.58,Lease
18700,21933,37528.86,13799.1,72,0.098,691.47,Purchase Loan
18701,21935,17965.21,3875.18,72,0.073,308.88,Purchase Loan
18702,21936,66777.51,11380.24,60,0.098,1412.26,Purchase Loan
18703,21937,2138.75,4367.21,60,0.098,45.23,Purchase Loan
18704,21939,132835.13,26948.02,72,0.048,1158.38,Lease
18705,21940,62369.55,11935.83,72,0.048,998.68,Purchase Loan
18706,21941,41495.82,4878.79,36,0.043,640.46,Lease
18707,21942,21230.74,1740.07,72,0.01,303.93,Purchase Loan
18708,21943,66639.28,14531.73,84,0.043,920.11,Purchase Loan
18709,21945,24137.87,3018.83,72,0.058,184.49,Lease
18710,21946,51092.56,8376.49,72,0.063,854.01,Purchase Loan
18711,21947,69859.21,3577.45,60,0.058,1344.09,Purchase Loan
18712,21949,36270.81,5388.21,60,0.118,803.16,Purchase Loan
18713,21950,74881.49,10697.01,72,0.063,1251.63,Purchase Loan
18714,21951,46630.42,18197.36,84,0.103,781.37,Purchase Loan
18715,21952,81293.99,20897.27,60,0.058,705.88,Lease
18716,21953,36141.47,3990.95,60,0.01,617.79,Purchase Loan
18717,21954,36608.02,6029.66,72,0.0731,629.59,Purchase Loan
18718,21955,10049.97,1446.76,84,0.0581,145.9,Purchase Loan
18719,21956,23356.13,2973.65,60,0.0731,465.9,Purchase Loan
18720,21957,16440.86,4204.98,72,0.1181,319.8,Purchase Loan
18721,21959,43837.94,9649.83,84,0.0481,615.7,Purchase Loan
18722,21960,44904.85,8460.53,72,0.0631,414.67,Lease
18723,21961,36778.87,6494.94,72,0.1181,715.41,Purchase Loan
18724,21962,24709.83,3499.64,36,0.0731,766.48,Purchase Loan
18725,21963,23346.71,1720.41,72,0.01,195.91,Lease
18726,21964,18460.49,5320.88,72,0.0581,304.29,Purchase Loan
18727,21965,23726.86,4706.2,72,0.0731,408.06,Purchase Loan
18728,21966,27839.68,3930.35,60,0.0631,542.24,Purchase Loan
18729,21967,30395.88,4079.79,72,0.01,435.13,Purchase Loan
18730,21968,31813.61,2936.61,48,0.0631,751.67,Purchase Loan
18731,21969,52059.88,6269.5,48,0.01,1106.87,Purchase Loan
18732,21970,35040.16,3743.13,72,0.0581,339.74,Lease
18733,21972,84060.63,9104.35,72,0.0731,1445.7,Purchase Loan
18734,21974,30262.59,5939.1,72,0.01,433.22,Purchase Loan
18735,21976,3900.72,1694.68,48,0.0631,92.16,Purchase Loan
18736,21977,14774.52,1130.34,48,0.0581,345.69,Purchase Loan
18737,21978,3963.92,1656.98,84,0.0581,57.55,Purchase Loan
18738,21979,1667.3,2022.57,48,0.0631,39.39,Purchase Loan
18739,21980,12892.06,1302.43,72,0.0981,237.6,Purchase Loan
18740,21981,101549.58,10529.19,36,0.1031,3291.52,Purchase Loan
18741,21983,59206.29,9929.43,36,0.0831,1863.79,Purchase Loan
18742,21984,9087.55,4933.77,72,0.0731,156.29,Purchase Loan
18743,21985,34450.37,8153.5,84,0.0581,500.14,Purchase Loan
18744,21986,22252.89,1614.39,84,0.0581,323.06,Purchase Loan
18745,21987,52921.66,13266.7,60,0.0831,1080.93,Purchase Loan
18746,21988,58418.75,8148.28,36,0.0581,783.34,Lease
18747,21989,47974.13,4146.9,72,0.1181,933.17,Purchase Loan
18748,21990,11778.65,1737.95,60,0.0731,234.96,Purchase Loan
18749,21991,63711.04,10351.92,72,0.1181,516,Lease
18750,21992,38202.14,8209.59,72,0.0431,603.09,Purchase Loan
18751,21993,44625.73,5930.14,84,0.0581,647.86,Purchase Loan
18752,21994,98471.35,30278.89,84,0.1031,1650.56,Purchase Loan
18753,21995,8403.88,1498.02,72,0.1181,163.47,Purchase Loan
18754,21996,28248.58,3521.71,72,0.0631,472.31,Purchase Loan
18755,21997,1886.83,2664.07,60,0.01,32.25,Purchase Loan
18756,21998,69661.38,8573.8,60,0.1181,626.68,Lease
18757,21999,50216.08,5574.83,72,0.0831,888.07,Purchase Loan
18758,22000,44545.28,2686.96,72,0.0581,377.08,Lease
18759,22001,18119.44,3254.64,72,0.01,259.39,Purchase Loan
18760,22002,2721.87,738.44,60,0.1181,60.29,Purchase Loan
18761,22003,61435.31,10094.61,72,0.1031,1147.77,Purchase Loan
18762,22005,10204.78,3155.5,36,0.0581,309.57,Purchase Loan
18763,22006,37327.53,10959.55,72,0.0481,597.87,Purchase Loan
18764,22007,105090.51,22640.97,72,0.0431,1659.05,Purchase Loan
18765,22008,1898.45,2726.16,60,0.01,32.45,Purchase Loan
18766,22009,47612.96,13373.26,72,0.0581,561.46,Lease
18767,22010,17930.18,3797.33,72,0.0981,330.46,Purchase Loan
18768,22012,18857.81,1836.73,72,0.0731,324.32,Purchase Loan
18769,22014,79004.97,12406.07,72,0.0481,1265.42,Purchase Loan
18770,22015,28121.46,2664.31,60,0.1181,622.85,Purchase Loan
18771,22016,30847.06,8225.82,72,0.0481,494.08,Purchase Loan
18772,22017,95531.85,9059.54,72,0.0631,1597.26,Purchase Loan
18773,22018,63101.8,14217.36,72,0.0581,1040.13,Purchase Loan
18774,22019,98374.72,28289.39,72,0.0481,1575.66,Purchase Loan
18775,22020,11752.78,4711.28,36,0.0581,356.53,Purchase Loan
18776,22022,50806.56,3944.05,84,0.0581,737.59,Purchase Loan
18777,22023,10175.09,2058.44,84,0.0731,137.21,Lease
18778,22024,40482.79,9892.43,60,0.0481,760.44,Purchase Loan
18779,22025,12785.81,3259.82,60,0.0731,255.05,Purchase Loan
18780,22026,20706.98,2133.21,72,0.01,296.43,Purchase Loan
18781,22027,113057.93,6817.39,72,0.0631,1890.28,Purchase Loan
18782,22028,30218.89,2428.08,72,0.1181,587.8,Purchase Loan
18783,22029,39990.67,3128.59,72,0.0632,668.82,Purchase Loan
18784,22030,14837.12,4179.5,84,0.0632,219.03,Purchase Loan
18785,22031,55577.82,6023.17,84,0.0832,371.19,Lease
18786,22032,32232.93,6617.22,84,0.0732,491.54,Purchase Loan
18787,22034,19819.56,3197.96,72,0.0732,340.96,Purchase Loan
18788,22036,25599.8,5692.43,36,0.0432,759.46,Purchase Loan
18789,22037,148745.08,28859.93,60,0.0582,2863.23,Purchase Loan
18790,22038,31256.78,5473.29,72,0.0582,515.36,Purchase Loan
18791,22039,21552.03,4474.82,48,0.0582,504.37,Purchase Loan
18792,22040,30130.32,5882.45,72,0.0732,518.33,Purchase Loan
18793,22041,88968.86,9652.22,48,0.0832,832.36,Lease
18794,22042,20984,1970.7,72,0.0632,196.2,Lease
18795,22043,42069.46,3662.93,72,0.0732,723.72,Purchase Loan
18796,22044,29354.06,3495.41,60,0.0732,585.69,Purchase Loan
18797,22045,5604.4,2838.59,36,0.0732,173.87,Purchase Loan
18798,22046,4411.96,2912.9,72,0.01,63.16,Purchase Loan
18799,22047,42723.71,5616.33,60,0.01,730.31,Purchase Loan
18800,22048,51638.91,7424.71,84,0.0432,713.47,Purchase Loan
18801,22050,107561.2,31445.89,72,0.0582,1773.47,Purchase Loan
18802,22051,7626.74,2828.12,72,0.0632,127.55,Purchase Loan
18803,22052,2296.03,7797.72,84,0.0982,37.9,Purchase Loan
18804,22055,20962.1,3411.27,84,0.1182,368.02,Purchase Loan
18805,22056,50777.87,5181.19,72,0.0732,873.54,Purchase Loan
18806,22057,47633.37,5233.48,84,0.0732,726.39,Purchase Loan
18807,22058,30143.27,6126,84,0.0582,437.75,Purchase Loan
18808,22059,12016.01,1119.26,36,0.1182,398.07,Purchase Loan
18809,22060,39680.23,8739.03,60,0.0832,810.66,Purchase Loan
18810,22061,60336.86,18288.2,60,0.0832,1232.68,Purchase Loan
18811,22063,18468.86,14218.56,72,0.0432,291.65,Purchase Loan
18812,22064,15839.37,1812.66,72,0.0982,292,Purchase Loan
18813,22065,46435.29,6189.39,72,0.0982,343.92,Lease
18814,22066,15210.02,1333.68,72,0.0982,280.4,Purchase Loan
18815,22067,11838.73,2930.47,84,0.0582,281.92,Lease
18816,22068,48234.61,15194.44,72,0.0432,461.88,Lease
18817,22069,34798.12,6164.54,84,0.0482,284.87,Lease
18818,22070,133146.1,31228.62,84,0.0482,940.54,Lease
18819,22071,246.33,2237.46,60,0.0982,5.21,Purchase Loan
18820,22073,8267.7,1755.78,72,0.0582,136.32,Purchase Loan
18821,22074,63661.64,13257.58,72,0.0982,1173.61,Purchase Loan
18822,22075,65197.29,13485.44,72,0.0582,533.25,Lease
18823,22076,48737.31,12609.47,72,0.0582,803.58,Purchase Loan
18824,22078,8925.83,6877.82,72,0.0582,147.17,Purchase Loan
18825,22079,9251.64,4746.5,84,0.0582,134.36,Purchase Loan
18826,22080,4157.97,2769.62,36,0.0582,126.15,Purchase Loan
18827,22081,27906.05,2695.04,72,0.0582,460.12,Purchase Loan
18828,22084,11434.85,1404.09,72,0.1182,99.49,Lease
18829,22085,65802.27,9388.63,60,0.0482,1236.35,Purchase Loan
18830,22086,92590.91,14996.7,36,0.0582,2809.25,Purchase Loan
18831,22087,15389.76,1924.18,84,0.1182,270.19,Purchase Loan
18832,22088,25863.61,7602.76,48,0.0582,299.43,Lease
18833,22089,21487.8,1694.9,48,0.0733,517.85,Purchase Loan
18834,22091,41545.94,4755.19,48,0.0983,472,Lease
18835,22092,1242.71,1223.41,72,0.1183,24.19,Purchase Loan
18836,22093,14282.59,2329.88,60,0.1183,316.48,Purchase Loan
18837,22094,116930.24,15367.64,72,0.0483,1873.95,Purchase Loan
18838,22095,13729.54,1665.2,48,0.0983,347.1,Purchase Loan
18839,22097,65931.88,9326.31,72,0.1183,1283.16,Purchase Loan
18840,22098,11004.14,1240.27,72,0.0633,184.09,Purchase Loan
18841,22099,52240.96,7195.2,60,0.0833,1067.53,Purchase Loan
18842,22100,9728.16,1744.93,72,0.1183,189.33,Purchase Loan
18843,22101,45684.5,7851.61,72,0.0633,764.26,Purchase Loan
18844,22102,3238.98,4687.01,60,0.0633,207.26,Lease
18845,22103,20544.05,2168.95,84,0.0983,150.77,Lease
18846,22104,100886.98,22582.4,72,0.0583,1663.9,Purchase Loan
18847,22105,24883.37,7178.04,84,0.0483,349.72,Purchase Loan
18848,22106,24081.73,4747.19,84,0.0983,397.67,Purchase Loan
18849,22107,33285.1,10562.95,72,0.1033,622.19,Purchase Loan
18850,22108,1246.84,5425.25,72,0.0633,302.27,Lease
18851,22109,34063.75,5512.7,72,0.1183,662.95,Purchase Loan
18852,22110,50541.16,6279.83,60,0.0583,973.11,Purchase Loan
18853,22111,21833.41,3799.56,84,0.1183,383.44,Purchase Loan
18854,22112,26268.95,5483.74,72,0.0733,452.03,Purchase Loan
18855,22113,76121.74,11686.14,72,0.0583,686.4,Lease
18856,22114,25377.43,4273.33,72,0.0583,418.54,Purchase Loan
18857,22118,42467.99,7261.02,72,0.0633,710.45,Purchase Loan
18858,22120,32589.06,3886.05,36,0.0633,996.3,Purchase Loan
18859,22121,13770.04,1599.94,72,0.0983,253.92,Purchase Loan
18860,22122,27627.34,4884.74,72,0.0983,175.32,Lease
18861,22123,39728.64,2128.89,72,0.0583,655.23,Purchase Loan
18862,22124,11035.18,2206.32,72,0.0633,184.61,Purchase Loan
18863,22125,69802.2,17833.25,72,0.0433,1102.59,Purchase Loan
18864,22126,11183.95,1443.27,72,0.0633,187.1,Purchase Loan
